,PROCESSED_DT_MONTH_YEAR,Total_Charges PAID,Total_Charges UNPAID,Total_Records PAID,Total_Records UNPAID,Total_Revenue_Estimate_Lower PAID,Total_Revenue_Estimate_Lower UNPAID,Total_Revenue_Estimate_Upper PAID,Total_Revenue_Estimate_Upper UNPAID,Total_Savings PAID,Total_Savings UNPAID,PAID_RATE,UNPAID_RATE,All Claims Total,Remaining to be Paid Rate,Remaining to be Paid (Lower Estimate),Remaining to be Paid (Upper Estimate),PCODE, pcode
10,2024-11,622922.49,98223.84,219,37,15001.228200000001,4765.901,15001.228200000005,4765.901000000002,107151.63,34042.15,0.85546875,0.14453125,256,-0.11524580799126094,-549.2501115513585,-549.2501115513587,SMB-P,SMB-P
11,2024-12,376356.6,19961.489999999998,166,19,21740.7484,1455.4036,21740.748400000008,1455.4036000000003,155291.06,10395.74,0.8972972972972973,0.10270270270270271,185,-0.1570743552885583,-228.6065821546468,-228.60658215464682,SMB-P,SMB-P
0,2024-01,4693775.13,48972.25,2192,19,102736.6062,872.3525099999999,214273.2611289859,1819.4276031259078,1802396.6,15304.43,0.9914066033469019,0.008593396653098146,2211,0.0,0.0,0.0,SNF-P,SNF-P
1,2024-02,5157285.16,11165.349999999999,1938,9,118930.19277000001,364.1274,248047.5187385238,759.4446453927997,2086494.6099999999,6388.2,0.9953775038520801,0.004622496147919877,1947,0.0,0.0,0.0,SNF-P,SNF-P
2,2024-03,5401446.4,5797.64,2186,3,108419.93370000001,155.77302,226126.72955209453,324.88899746535276,1902104.1,2732.8599999999997,0.9986295111923252,0.0013704888076747374,2189,0.0,0.0,0.0,SNF-P,SNF-P
3,2024-04,5884607.05,144.0,2443,1,124442.87253000001,8.208,259545.07460907148,17.119067802599034,2183208.29,144.0,0.9995908346972177,0.0004091653027823241,2444,0.0,0.0,0.0,SNF-P,SNF-P
4,2024-05,5302983.399999999,103255.39,2248,56,114082.49154,2482.43892,237936.8796007177,5177.514642701111,2001447.22,43551.56,0.9756944444444444,0.024305555555555556,2304,0.0,0.0,0.0,SNF-P,SNF-P
5,2024-06,5821113.8100000005,156392.27000000002,1950,182,116591.48733,5091.92514,243169.78274952926,10620.00630085509,2045464.69,89332.02,0.9146341463414634,0.08536585365853659,2132,0.0,0.0,0.0,SNF-P,SNF-P
6,2024-07,5383884.069999999,339899.18,1825,159,111384.72885000001,5052.76728,232310.27355717088,10538.336459195163,1954118.0499999998,88645.04,0.9198588709677419,0.08014112903225806,1984,0.0,0.0,0.0,SNF-P,SNF-P
7,2024-08,7176714.319999999,37325.64,2179,17,138971.02626,945.3991500000001,289845.81154260616,1971.7777959758153,2438088.18,16585.95,0.9922586520947176,0.007741347905282332,2196,0.0,0.0,0.0,SNF-P,SNF-P
8,2024-09,4936876.35,664019.74,2051,155,105549.74544,11903.793360000001,220140.5030134537,24827.222909109183,1851749.92,208838.48,0.9297370806890299,0.07026291931097008,2206,0.0,0.0,0.0,SNF-P,SNF-P
9,2024-10,4135479.93,318011.72,2140,150,93048.93066,7466.85978,194068.09855359115,15573.30395301166,1632437.3800000001,130997.54,0.9344978165938864,0.06550218340611354,2290,0.03407858869788272,254.46004330738302,530.7162200817954,SNF-P,SNF-P
10,2024-11,6530146.65,19244.33,2162,15,123089.96157,721.0403100000001,256723.36719494875,1503.8423434816066,2159473.0100000002,12649.83,0.9931097841065687,0.006890215893431328,2177,-0.024533378814799556,-17.689555065970506,-36.89433389037016,SNF-P,SNF-P
11,2024-12,7332331.050000001,1443620.1400000001,2159,367,118961.59464,25541.51475,248113.0122499344,53270.82392621019,2087045.52,448096.75000000006,0.8547110055423595,0.14528899445764054,2526,0.11386539974940968,2908.2947872141935,6065.703661338342,SNF-P,SNF-P
0,2024-01,5786.0,224938.0,5,78,153.70962000000003,6873.972,322.27193765625003,14412.16415625,2696.6600000000003,120596.0,0.060240963855421686,0.9397590361445783,83,0.0,0.0,0.0,SSA-P,SSA-P
1,2024-02,11788.0,167627.34,5,164,249.19431000000003,6170.50821,522.467839921875,12937.262073515625,4371.83,108254.53,0.029585798816568046,0.9704142011834319,169,0.0,0.0,0.0,SSA-P,SSA-P
2,2024-03,8597.0,184463.37,3,69,287.72175,6009.6582,603.245560546875,12600.0193921875,5047.75,105432.6,0.041666666666666664,0.9583333333333334,72,0.0,0.0,0.0,SSA-P,SSA-P
3,2024-04,51648.27,171521.53,31,102,1710.8299200000001,5203.73976,3586.9744087500003,10910.307991875,30014.56,91293.68,0.23308270676691728,0.7669172932330827,133,0.0,0.0,0.0,SSA-P,SSA-P
4,2024-05,84775.43,345152.37,12,129,3315.3708000000006,10336.91922,6951.100209375,21672.67726265625,58164.4,181349.46,0.0851063829787234,0.9148936170212766,141,0.0,0.0,0.0,SSA-P,SSA-P
5,2024-06,11298.0,107580.22,7,115,311.34312,4014.29568,652.7707931250001,8416.485885,5462.16,70426.24,0.05737704918032787,0.9426229508196722,122,0.0,0.0,0.0,SSA-P,SSA-P
6,2024-07,2057.62,254129.65,3,108,94.93464,8528.85414,199.042651875,17881.83686671875,1665.52,149629.02,0.02702702702702703,0.972972972972973,111,0.0,0.0,0.0,SSA-P,SSA-P
7,2024-08,17552.739999999998,147783.04,7,92,766.63404,5531.75367,1607.3466159375,11598.031234921875,13449.72,97048.31,0.0707070707070707,0.9292929292929293,99,0.0,0.0,0.0,SSA-P,SSA-P
8,2024-09,59592.49,323187.58999999997,25,235,2359.16103,11787.96822,4946.283754921875,24714.98764546875,41388.79,206806.46,0.09615384615384616,0.9038461538461539,260,0.0,0.0,0.0,SSA-P,SSA-P
9,2024-10,33928.46,219298.51,26,221,1405.78872,6750.76023,2947.4163993750003,14153.834873671874,24662.96,118434.39,0.10526315789473684,0.8947368421052632,247,-0.027380100988895845,-184.83649684922173,-387.5334282212918,SSA-P,SSA-P
10,2024-11,9401.8,226309.96,4,177,345.55851,7278.21486,724.507747734375,15259.71117234375,6062.43,127687.98,0.022099447513812154,0.9779005524861878,181,0.05578360939202884,406.0050948214999,851.2417674732022,SSA-P,SSA-P
11,2024-12,2878.4,331640.79,2,329,113.28921000000001,9555.363720000001,237.52536257812503,20034.045891562502,1987.5300000000002,167637.96000000002,0.006042296072507553,0.9939577039274925,331,0.07184076083333343,686.4645996840313,1439.261099419768,SSA-P,SSA-P
0,2024-01,4116323.62,1096235.9,1948,803,57648.086776000004,14943.323474,179156.89546096587,46440.386684010205,2412053.84,625243.66,0.708106143220647,0.291893856779353,2751,0.0,0.0,0.0,STU-P,STU-P
1,2024-02,1946782.72,508348.32,913,352,27089.039379,7014.617496000001,84186.45730636746,21799.805747460287,1133432.6099999999,293498.64,0.7217391304347827,0.2782608695652174,1265,0.0,0.0,0.0,STU-P,STU-P
2,2024-03,1882619.24,561175.48,1092,422,24359.637152000003,9612.495633,75704.10764308006,29873.409015844973,1019231.6799999999,402196.47,0.7212681638044914,0.27873183619550856,1514,0.0,0.0,0.0,STU-P,STU-P
3,2024-04,2469139.25,821919.55,1095,414,32623.431885,12462.072796,101386.06678326314,38729.23453323381,1364997.15,521425.64,0.7256461232604374,0.27435387673956263,1509,0.0,0.0,0.0,STU-P,STU-P
4,2024-05,2118966.4099999997,865444.47,1177,515,29899.588559,11803.182778,92920.99289617287,36681.557035561076,1251028.81,493857.02,0.6956264775413712,0.30437352245862886,1692,0.0,0.0,0.0,STU-P,STU-P
5,2024-06,2217988.1,699389.02,1196,366,36062.407665000006,9031.017237,112073.60662659329,28066.308901494733,1508887.35,377866.83,0.765685019206146,0.23431498079385404,1562,0.0,0.0,0.0,STU-P,STU-P
6,2024-07,2671281.71,591727.46,1354,507,40506.464724,8685.781737,125884.70618719999,26993.396965609565,1694831.16,363421.83,0.7275658248253627,0.2724341751746373,1861,0.0,0.0,0.0,STU-P,STU-P
7,2024-08,1925025.0,448611.21,873,351,25243.856848,7149.994505000001,78452.05756648931,22220.52612181499,1056228.32,299162.95,0.7132352941176471,0.2867647058823529,1224,0.0,0.0,0.0,STU-P,STU-P
8,2024-09,2673727.14,500257.73,1270,446,37146.563528,7906.927342,115442.91182774608,24572.897982416584,1554249.52,330833.77999999997,0.7400932400932401,0.25990675990675993,1716,0.0,0.0,0.0,STU-P,STU-P
9,2024-10,2939723.69,1569932.36,1842,530,42887.037369,29484.390828,133282.9743405684,91630.65455801721,1794436.71,1233656.52,0.7765598650927488,0.22344013490725126,2372,-0.052230374370068056,-1539.9807710198409,-4785.9033913396215,STU-P,STU-P
10,2024-11,2585209.75,854456.29,1521,670,35995.986697,12180.056142000001,111867.18564914385,37852.79212161914,1506108.23,509625.78,0.6942035600182564,0.3057964399817435,2191,0.030125930704424264,366.9355273098892,1140.350592424875,STU-P,STU-P
11,2024-12,2391255.06,645904.74,1470,541,31816.701486,9617.14729,98878.9356390775,29887.865287917062,1331242.74,402391.1,0.730979612133267,0.269020387866733,2011,-0.006650121410586296,-63.95519710199098,-198.75793286789622,STU-P,STU-P
0,2024-01,969708.01,928388.2500000001,1595,972,39250.216,29848.055,39305.68517026351,29890.23685308406,392502.16000000003,298480.55,0.621347876899104,0.37865212310089597,2567,0.0,0.0,0.0,TC3-P,TC3-P
1,2024-02,456293.82,432322.52,694,780,16328.196000000002,13762.182,16351.271324834388,13781.630983836303,163281.96,137621.82,0.4708276797829037,0.5291723202170964,1474,0.0,0.0,0.0,TC3-P,TC3-P
2,2024-07,217848.86,107787.05,332,166,11064.851,3269.197,11080.488063094363,3273.817092919182,110648.51,32691.97,0.6666666666666666,0.3333333333333333,498,0.0,0.0,0.0,TC3-P,TC3-P
3,2024-08,570764.09,706592.52,849,573,18958.174,26781.577999999998,18984.966061003975,26819.426248020023,189581.74,267815.77999999997,0.5970464135021097,0.4029535864978903,1422,0.0,0.0,0.0,TC3-P,TC3-P
4,2024-09,516698.76999999996,623103.9299999999,816,742,19717.989,17805.193,19745.854846371265,17830.355645782423,197179.88999999998,178051.93000000002,0.5237483953786907,0.4762516046213094,1558,0.0,0.0,0.0,TC3-P,TC3-P
5,2024-10,873097.5700000001,559981.2000000001,1087,1047,42122.572,17896.559,42182.1004397468,17921.850765994408,421225.7199999999,178965.59,0.5093720712277413,0.4906279287722587,2134,0.0665553352181536,1191.1114834964637,1192.7947854604806,TC3-P,TC3-P
6,2024-11,551802.12,1146938.08,1004,2198,21817.461,54884.01,21848.293861121743,54961.573152657154,218174.61000000002,548840.1,0.31355402873204247,0.6864459712679575,3202,0.26237337771385244,14400.103086180856,14420.453592529648,TC3-P,TC3-P
7,2024-12,572914.68,752205.8099999999,816,1430,21537.259000000002,29070.222,21567.695874194025,29111.304604327986,215372.59,290702.22000000003,0.3633125556544969,0.6366874443455031,2246,0.21261485079139802,6180.760913002817,6189.495684792133,TC3-P,TC3-P
0,2024-01,25401.010000000002,2964.0,29.0,4.0,736.698,27.2964,736.698,27.2964,6139.150000000001,227.47,0.8787878787878788,0.12121212121212122,33.0,0.0,0.0,0.0,TCTGA-P,TCTGA-P
1,2024-02,23748.27,3195.0,31.0,4.0,810.7955999999999,154.308,810.7955999999999,154.308,6756.63,1285.8999999999999,0.8857142857142857,0.11428571428571428,35.0,0.0,0.0,0.0,TCTGA-P,TCTGA-P
2,2024-03,39820.01,9481.04,22.0,4.0,1217.5067999999999,77.11439999999999,1217.5067999999999,77.11439999999999,10145.89,642.6199999999999,0.8461538461538461,0.15384615384615385,26.0,0.0,0.0,0.0,TCTGA-P,TCTGA-P
3,2024-04,11281.96,3661.0,13.0,4.0,317.0796,88.5864,317.0796,88.5864,2642.33,738.22,0.7647058823529411,0.23529411764705882,17.0,0.0,0.0,0.0,TCTGA-P,TCTGA-P
4,2024-05,21938.7,14918.51,20.0,3.0,345.66839999999996,450.56999999999994,345.66839999999996,450.56999999999994,2880.5699999999997,3754.7499999999995,0.8695652173913043,0.13043478260869565,23.0,0.0,0.0,0.0,TCTGA-P,TCTGA-P
5,2024-06,14392.78,664.0,20.0,1.0,417.2208,21.4188,417.2208,21.4188,3476.84,178.49,0.9523809523809523,0.047619047619047616,21.0,0.0,0.0,0.0,TCTGA-P,TCTGA-P
6,2024-07,13120.7,5196.96,23.0,3.0,489.0168,79.04400000000001,489.0168,79.04400000000001,4075.1400000000003,658.7,0.8846153846153846,0.11538461538461539,26.0,0.0,0.0,0.0,TCTGA-P,TCTGA-P
7,2024-08,19719.739999999998,1061.15,11.0,3.0,551.1264,8.026800000000001,551.1264,8.026800000000001,4592.72,66.89,0.7857142857142857,0.21428571428571427,14.0,0.0,0.0,0.0,TCTGA-P,TCTGA-P
8,2024-09,21744.05,555.34,20.0,2.0,761.3076,1.9331999999999998,761.3076,1.9331999999999998,6344.23,16.11,0.9090909090909091,0.09090909090909091,22.0,0.0,0.0,0.0,TCTGA-P,TCTGA-P
9,2024-10,25080.08,19725.809999999998,24.0,7.0,1081.1484,413.07959999999997,1081.1484,413.07959999999997,9009.57,3442.33,0.7741935483870968,0.22580645161290322,31.0,0.08988741185754634,37.130656135150495,37.130656135150495,TCTGA-P,TCTGA-P
10,2024-11,,27334.440000000002,,21.0,,751.9752,,751.9752,,6266.46,,,,,,,TCTGA-P,TCTGA-P
11,2024-12,,44471.85,,29.0,,1846.6716000000001,,1846.6716000000001,,15388.93,,,,,,,TCTGA-P,TCTGA-P
0,2024-01,948046.39,223508.3,1507,226,14167.614,3505.6032,14167.614,3505.6032,118063.45,29213.36,0.8695903058280439,0.13040969417195614,1733,0.0,0.0,0.0,TCTG-P,TCTG-P
1,2024-02,1180986.1,169242.84,1582,198,15291.99,1282.02,15291.99,1282.02,127433.25,10683.5,0.8887640449438202,0.11123595505617978,1780,0.0,0.0,0.0,TCTG-P,TCTG-P
2,2024-03,825875.82,134364.26,1315,212,13798.411199999999,2175.7619999999997,13798.411199999999,2175.7619999999997,114986.76,18131.35,0.8611656843483956,0.13883431565160445,1527,0.0,0.0,0.0,TCTG-P,TCTG-P
3,2024-04,1800117.1,228757.83,1548,210,17347.446,2171.13,17347.446,2171.13,144562.05,18092.75,0.8805460750853242,0.11945392491467577,1758,0.0,0.0,0.0,TCTG-P,TCTG-P
4,2024-05,947957.65,716896.15,1390,379,12056.7636,4001.4995999999996,12056.7636,4001.4995999999996,100473.03,33345.83,0.7857546636517807,0.21424533634821932,1769,0.0,0.0,0.0,TCTG-P,TCTG-P
5,2024-06,689448.14,562659.04,1155,277,10817.577599999999,4648.716,10817.577599999999,4648.716,90146.48,38739.3,0.8065642458100558,0.19343575418994413,1432,0.0,0.0,0.0,TCTG-P,TCTG-P
6,2024-07,789685.11,762586.16,1372,332,11922.8604,5398.3476,11922.8604,5398.3476,99357.17,44986.23,0.8051643192488263,0.19483568075117372,1704,0.0,0.0,0.0,TCTG-P,TCTG-P
7,2024-08,795291.23,815014.24,1276,295,12685.7076,3888.0251999999996,12685.7076,3888.0251999999996,105714.23,32400.21,0.812221514958625,0.18777848504137493,1571,0.0,0.0,0.0,TCTG-P,TCTG-P
8,2024-09,986592.57,926438.1799999999,1403,271,16048.439999999999,3784.5719999999997,16048.439999999999,3784.5719999999997,133737.0,31538.1,0.8381123058542413,0.16188769414575865,1674,0.0,0.0,0.0,TCTG-P,TCTG-P
9,2024-10,777993.05,782724.84,1492,311,14629.288799999998,4816.9259999999995,14629.288799999998,4816.9259999999995,121910.74,40141.05,0.8275097060454798,0.17249029395452026,1803,0.011143978368866159,53.67971914842899,53.67971914842899,TCTG-P,TCTG-P
10,2024-11,1657481.32,98711.01,1576,105,21499.404,1477.4892,21499.404,1477.4892,179161.7,12312.41,0.9375371802498513,0.062462819750148724,1681,-0.09888349583550538,-146.09929715520417,-146.09929715520417,TCTG-P,TCTG-P
11,2024-12,1319088.54,131280.87,1312,85,14957.0556,1262.4324,14957.0556,1262.4324,124642.13,10520.27,0.9391553328561203,0.06084466714387974,1397,-0.10050164844177434,-126.87653724630543,-126.87653724630543,TCTG-P,TCTG-P
0,2024-08,3650.0,650.0,5.0,1.0,48.1419,9.9954,48.1419,9.9954,534.91,111.06,0.8333333333333334,0.16666666666666666,6.0,0.0,0.0,0.0,THCPAM-P,THCPAM-P
1,2024-09,6226.37,1300.0,3.0,2.0,74.15459999999999,19.9908,74.15459999999999,19.9908,823.94,222.12,0.6,0.4,5.0,0.0,0.0,0.0,THCPAM-P,THCPAM-P
2,2024-10,70.0,2157.0,1.0,1.0,5.409,7.1883,5.409,7.1883,60.1,79.87,0.5,0.5,2.0,0.21666666666666667,1.557465,1.557465,THCPAM-P,THCPAM-P
3,2024-11,,16766.78,,25.0,,688.257,,688.257,,7647.3,,,,,,,THCPAM-P,THCPAM-P
4,2024-12,,15440.42,,28.0,,355.7592,,355.7592,,3952.88,,,,,,,THCPAM-P,THCPAM-P
0,2024-01,145881.82,2170304.67,109,5771,715.1571,3651.8813999999998,715.1977298862328,3652.088872631982,7946.19,40576.46,0.018537414965986394,0.9814625850340136,5880,0.0,0.0,0.0,THCP-P,THCP-P
1,2024-02,245903.61999999997,2273861.94,126,5684,1477.4237999999998,2933.1765,1477.5077361881629,2933.3431411862452,16415.82,32590.85,0.021686746987951807,0.9783132530120482,5810,0.0,0.0,0.0,THCP-P,THCP-P
2,2024-03,151518.41,2536423.8,135,5859,1551.7053,3142.5615,1551.7934563083213,3142.740036878435,17241.17,34917.35,0.02252252252252252,0.9774774774774775,5994,0.0,0.0,0.0,THCP-P,THCP-P
3,2024-04,293774.49,3312324.18,382,8162,3340.5029999999997,5546.2275,3340.692782436405,5546.542595232007,37116.7,61624.75,0.044709737827715354,0.9552902621722846,8544,0.0,0.0,0.0,THCP-P,THCP-P
4,2024-05,382677.4,3020174.63,514,6569,4809.1626,5833.2024,4809.435820708168,5833.533799002939,53435.14,64813.36,0.07256812085274601,0.927431879147254,7083,0.0,0.0,0.0,THCP-P,THCP-P
5,2024-06,552553.56,1222026.45,815,1943,7998.1254,6602.9346,7998.579793761984,6603.3097294388335,88868.06,73365.94,0.2955039883973894,0.7044960116026106,2758,0.0,0.0,0.0,THCP-P,THCP-P
6,2024-07,560221.96,1610893.43,626,1841,6386.791499999999,3234.726,6387.1543498018655,3234.9097729771183,70964.35,35941.4,0.25374949331171465,0.7462505066882854,2467,0.0,0.0,0.0,THCP-P,THCP-P
7,2024-08,696584.49,2456081.03,838,2344,9062.2953,5439.523499999999,9062.81015194938,5439.832533107503,100692.17,60439.15,0.2633563796354494,0.7366436203645506,3182,0.0,0.0,0.0,THCP-P,THCP-P
8,2024-09,779953.46,2966228.08,1051,4343,8706.6018,9280.9638,8707.096444100727,9281.491075060718,96740.02,103121.82,0.19484612532443454,0.8051538746755654,5394,0.0,0.0,0.0,THCP-P,THCP-P
9,2024-10,798643.78,5541536.17,1345,6375,12802.7799,15084.503999999999,12803.507258353571,15085.360988878945,142253.11,167605.6,0.17422279792746115,0.8257772020725389,7720,-0.042280516835693394,-637.7806253300843,-637.8168592628086,THCP-P,THCP-P
10,2024-11,770113.4,6779064.34,1280,7277,13702.095899999998,14856.1173,13702.87435077336,14856.961313652051,152245.51,165067.97,0.14958513497721165,0.8504148650227884,8557,-0.0176428538854439,-262.1043068289153,-262.1191976384558,THCP-P,THCP-P
11,2024-12,441498.79,5166678.43,655,8325,7052.258699999999,23708.016,7052.6593566790225,23709.362912437682,78358.43,263422.4,0.07293986636971046,0.9270601336302895,8980,0.05900241472205729,1398.8301922691699,1398.9096633554122,THCP-P,THCP-P
0,2024-01,3617.0,39139.2,6.0,8.0,73.07999999999998,1320.8724249999998,122.95255813953489,2222.285763953489,1008.0,18218.93,0.42857142857142855,0.5714285714285714,14.0,0.0,0.0,0.0,TRUST-P,TRUST-P
1,2024-02,2487.31,1696.46,7.0,8.0,50.044574999999995,41.663575,84.19688720930233,70.09637558139535,690.27,574.6700000000001,0.4666666666666667,0.5333333333333333,15.0,0.0,0.0,0.0,TRUST-P,TRUST-P
2,2024-03,997.14,36840.38,2.0,1.0,54.424299999999995,270.55114999999995,91.5655023255814,455.1854953488372,750.6800000000001,3731.74,0.6666666666666666,0.3333333333333333,3.0,0.0,0.0,0.0,TRUST-P,TRUST-P
3,2024-04,1032.0,170.0,2.0,1.0,46.876324999999994,2.465,78.8665034883721,4.147209302325582,646.5699999999999,34.0,0.6666666666666666,0.3333333333333333,3.0,0.0,0.0,0.0,TRUST-P,TRUST-P
4,2024-05,1101.81,,4.0,,39.677075,,66.75421279069768,,547.27,,,,,0.0,,,TRUST-P,TRUST-P
5,2024-06,409.0,1926.33,2.0,6.0,8.22585,67.978175,13.83948139534884,114.3690546511628,113.46,937.63,0.25,0.75,8.0,0.0,0.0,0.0,TRUST-P,TRUST-P
6,2024-07,36912.119999999995,3698.36,4.0,6.0,1893.4737999999998,59.30499999999999,3185.6519906976746,99.77697674418604,26116.879999999997,818.0,0.4,0.6,10.0,0.0,0.0,0.0,TRUST-P,TRUST-P
7,2024-08,513.89,187.0,2.0,1.0,20.42905,0.6778749999999999,34.37060697674419,1.140482558139535,281.78000000000003,9.35,0.6666666666666666,0.3333333333333333,3.0,0.0,0.0,0.0,TRUST-P,TRUST-P
8,2024-09,2181.91,237.0,6.0,1.0,74.61337499999999,9.962949999999998,125.53236627906979,16.762044186046513,1029.15,137.42,0.8571428571428571,0.14285714285714285,7.0,0.0,0.0,0.0,TRUST-P,TRUST-P
9,2024-10,1354.0,2127.0,1.0,2.0,35.5627,130.045425,59.83203255813954,218.79334534883725,490.52,1793.73,0.3333333333333333,0.6666666666666666,3.0,0.21696428571428567,28.215212745535705,47.4703418926495,TRUST-P,TRUST-P
10,2024-11,1403.56,2559.98,4.0,4.0,68.98374999999999,78.516775,116.06087209302326,132.09959418604655,951.5,1082.99,0.5,0.5,8.0,0.05029761904761898,3.9492068377976137,6.644295064714832,TRUST-P,TRUST-P
11,2024-12,3525.0,4684.83,4.0,5.0,110.36892499999999,80.13352499999999,185.6888569767442,134.81967558139536,1522.33,1105.29,0.4444444444444444,0.5555555555555556,9.0,0.10585317460317456,8.482388013392853,14.271090659260793,TRUST-P,TRUST-P
0,2024-01,6320465.869999999,6393740.08,1573,909,53637.507000000005,70439.829,53637.507000000005,70439.829,536375.07,704398.29,0.6337630942788074,0.3662369057211926,2482,0.0,0.0,0.0,UHNEIPI-P,UHNEIPI-P
1,2024-02,5937124.18,7426471.220000001,1609,725,61447.868,70077.244,61447.868,70077.244,614478.68,700772.4400000001,0.6893744644387317,0.3106255355612682,2334,0.0,0.0,0.0,UHNEIPI-P,UHNEIPI-P
2,2024-03,7421847.17,6521725.0600000005,1547,1304,72529.835,62040.041000000005,72529.835,62040.041000000005,725298.35,620400.41,0.5426166257453525,0.4573833742546475,2851,0.0,0.0,0.0,UHNEIPI-P,UHNEIPI-P
3,2024-04,7490704.37,8710042.61,1538,1308,59186.16500000001,63786.770000000004,59186.16500000001,63786.770000000004,591861.65,637867.7,0.5404075895994378,0.4595924104005622,2846,0.0,0.0,0.0,UHNEIPI-P,UHNEIPI-P
4,2024-05,12151430.79,2083239.55,2686,157,111180.999,18048.565000000002,111180.999,18048.565000000002,1111809.99,180485.65,0.9447766443897292,0.05522335561027084,2843,0.0,0.0,0.0,UHNEIPI-P,UHNEIPI-P
5,2024-06,7619278.32,1409164.28,1273,100,124395.82200000001,10031.896,124395.82200000001,10031.896,1243958.22,100318.96,0.9271667880553532,0.07283321194464676,1373,0.0,0.0,0.0,UHNEIPI-P,UHNEIPI-P
6,2024-07,6160477.539999999,1591750.16,1218,111,67783.618,9523.041000000001,67783.618,9523.041000000001,677836.1799999999,95230.41,0.9164785553047404,0.0835214446952596,1329,0.0,0.0,0.0,UHNEIPI-P,UHNEIPI-P
7,2024-08,5804788.130000001,1256141.79,1127,105,58463.200000000004,12180.531,58463.200000000004,12180.531,584632.0,121805.31,0.9147727272727273,0.08522727272727272,1232,0.0,0.0,0.0,UHNEIPI-P,UHNEIPI-P
8,2024-09,6549755.94,1455272.94,1128,189,65744.761,18080.32,65744.761,18080.32,657447.61,180803.19999999998,0.856492027334852,0.14350797266514806,1317,0.0,0.0,0.0,UHNEIPI-P,UHNEIPI-P
9,2024-10,7883644.42,1997965.29,1495,184,95865.82,22519.623,95865.82,22519.623,958658.2,225196.22999999998,0.8904109589041096,0.1095890410958904,1679,-0.11642779041302831,-2621.9099468244117,-2621.9099468244117,UHNEIPI-P,UHNEIPI-P
10,2024-11,7855626.57,1486345.5899999999,1480,197,84171.344,19978.831000000002,84171.344,19978.831000000002,841713.4400000001,199788.31,0.8825283243887895,0.1174716756112105,1677,-0.10854515589770819,-2168.6053255489655,-2168.6053255489655,UHNEIPI-P,UHNEIPI-P
11,2024-12,5189068.69,2807879.48,396,1152,51858.009000000005,45294.503,51858.009000000005,45294.503,518580.08999999997,452945.03,0.2558139534883721,0.7441860465116279,1548,0.5181692150027092,23470.217063447853,23470.217063447853,UHNEIPI-P,UHNEIPI-P
0,2024-01,3333188.6,881806.37,2716,82,32330.759000000002,3294.289,32330.759000000002,3294.289,323307.59,32942.89,0.9706933523945676,0.029306647605432452,2798,0.0,0.0,0.0,UHNPI-P,UHNPI-P
1,2024-02,3361310.34,1114652.09,2294,99,23143.847,3394.896,23143.847,3394.896,231438.47,33948.96,0.958629335562056,0.041370664437944,2393,0.0,0.0,0.0,UHNPI-P,UHNPI-P
2,2024-03,3186066.26,1304865.3699999999,2368,102,31350.805,6110.807000000001,31350.805,6110.807000000001,313508.05,61108.07000000001,0.9587044534412955,0.04129554655870445,2470,0.0,0.0,0.0,UHNPI-P,UHNPI-P
3,2024-04,3216333.23,952922.72,2702,107,33423.825000000004,2067.255,33423.825000000004,2067.255,334238.25,20672.55,0.9619081523673906,0.03809184763260947,2809,0.0,0.0,0.0,UHNPI-P,UHNPI-P
4,2024-05,3329722.09,1720255.19,2540,106,28916.005,5956.842000000001,28916.005,5956.842000000001,289160.05,59568.42,0.9599395313681028,0.0400604686318972,2646,0.0,0.0,0.0,UHNPI-P,UHNPI-P
5,2024-06,3035082.79,794621.0499999999,2211,117,22018.198,3109.03,22018.198,3109.03,220181.98,31090.3,0.9497422680412371,0.05025773195876289,2328,0.0,0.0,0.0,UHNPI-P,UHNPI-P
6,2024-07,2706266.4,580460.11,2275,61,24105.326,5875.476000000001,24105.326,5875.476000000001,241053.26,58754.76,0.9738869863013698,0.026113013698630137,2336,0.0,0.0,0.0,UHNPI-P,UHNPI-P
7,2024-08,2897343.07,552013.4299999999,2123,59,22533.424000000003,2743.1780000000003,22533.424000000003,2743.1780000000003,225334.24,27431.78,0.9729605866177818,0.027039413382218148,2182,0.0,0.0,0.0,UHNPI-P,UHNPI-P
8,2024-09,2495589.98,797185.71,2018,87,20333.564000000002,6052.573,20333.564000000002,6052.573,203335.63999999998,60525.729999999996,0.9586698337292161,0.04133016627078385,2105,0.0,0.0,0.0,UHNPI-P,UHNPI-P
9,2024-10,2359699.52,1130366.65,1745,565,18083.15,8837.165,18083.15,8837.165,180831.5,88371.65,0.7554112554112554,0.24458874458874458,2310,0.20738146679130198,1832.6642399767563,1832.6642399767563,UHNPI-P,UHNPI-P
10,2024-11,2372067.94,470934.75,1878,305,19849.696,4043.842,19849.696,4043.842,198496.96,40438.42,0.8602840128263857,0.1397159871736143,2183,0.10250870937617174,414.5290243411571,414.5290243411571,UHNPI-P,UHNPI-P
11,2024-12,2074249.15,380187.97000000003,1934,70,19288.152000000002,1302.597,19288.152000000002,1302.597,192881.52,13025.97,0.9650698602794411,0.03493013972055888,2004,-0.002277138076883678,-2.9661932275344483,-2.9661932275344483,UHNPI-P,UHNPI-P
0,2024-01,266508419.27,100844706.27,107338,28144,789899.0568499999,305191.81080000004,7686712.8588458635,2969900.769151442,157979811.37,61038362.16,0.792267607505056,0.207732392494944,135482,0.0,0.0,0.0,UHN-P,UHN-P
